customerid,age,salary,balance,marital,jobedu,targeted,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,response
15480,36,100000,625,married,"management,tertiary",yes,no,yes,no,cellular,18,"jul, 2017",22.6666666666667 min,9,-1,0,unknown,yes
15481,37,20000,392,single,"blue-collar,secondary",yes,no,yes,no,cellular,18,"jul, 2017",1.96666666666667 min,3,-1,0,unknown,no
15482,26,50000,0,married,"admin.,secondary",yes,no,yes,no,cellular,18,"jul, 2017",13.1333333333333 min,6,-1,0,unknown,no
15483,31,120000,379,single,"entrepreneur,secondary",yes,no,yes,no,cellular,18,"jul, 2017",9.5 min,2,-1,0,unknown,no
15484,40,55000,-407,married,"retired,primary",yes,no,yes,no,cellular,18,"jul, 2017",15.0833333333333 min,3,-1,0,unknown,no
15485,47,60000,-767,divorced,"technician,secondary",yes,no,no,yes,cellular,18,"jul, 2017",5.48333333333333 min,3,-1,0,unknown,no
15486,43,100000,-50,single,"management,tertiary",no,no,yes,yes,cellular,18,"jul, 2017",0.5 min,2,-1,0,unknown,no
15487,36,100000,18,divorced,"management,tertiary",no,no,yes,no,cellular,18,"jul, 2017",3 min,2,-1,0,unknown,no
15488,38,20000,334,single,"blue-collar,secondary",yes,no,yes,no,cellular,18,"jul, 2017",9.01666666666667 min,7,-1,0,unknown,no
15489,25,100000,51,married,"management,tertiary",yes,no,yes,no,cellular,18,"jul, 2017",2.11666666666667 min,4,-1,0,unknown,no
15490,30,70000,-51,married,"services,unknown",no,no,yes,yes,cellular,18,"jul, 2017",7.33333333333333 min,4,-1,0,unknown,no
15491,31,70000,24,single,"services,secondary",yes,no,no,no,cellular,18,"jul, 2017",2.25 min,2,-1,0,unknown,no
15492,26,20000,341,single,"blue-collar,secondary",yes,no,no,no,cellular,18,"jul, 2017",3.75 min,2,-1,0,unknown,no
15493,60,60000,851,married,"technician,secondary",yes,no,no,yes,cellular,18,"jul, 2017",1.86666666666667 min,2,-1,0,unknown,no
15494,37,20000,2580,single,"blue-collar,secondary",yes,no,yes,no,cellular,18,"jul, 2017",5 min,3,-1,0,unknown,no
15495,26,70000,0,married,"services,secondary",yes,no,no,no,cellular,18,"jul, 2017",6.81666666666667 min,2,-1,0,unknown,no
15496,32,100000,2858,married,"management,secondary",yes,no,yes,yes,cellular,18,"jul, 2017",4.11666666666667 min,5,-1,0,unknown,no
15497,42,100000,0,married,"management,tertiary",yes,no,yes,no,cellular,18,"jul, 2017",2.95 min,5,-1,0,unknown,no
15498,27,20000,1,single,"blue-collar,secondary",yes,no,yes,no,cellular,18,"jul, 2017",5.33333333333333 min,2,-1,0,unknown,no
15499,29,70000,480,married,"services,secondary",yes,no,yes,no,cellular,18,"jul, 2017",1.48333333333333 min,2,-1,0,unknown,no
15500,58,16000,237,married,"housemaid,primary",yes,no,no,no,telephone,18,"jul, 2017",3.33333333333333 min,3,-1,0,unknown,no
15501,33,60000,272,married,"technician,secondary",yes,no,yes,no,cellular,18,"jul, 2017",2.76666666666667 min,2,-1,0,unknown,no
15502,33,100000,114,married,"management,tertiary",yes,no,yes,yes,cellular,18,"jul, 2017",3.45 min,9,-1,0,unknown,no
15503,33,20000,0,married,"blue-collar,secondary",yes,no,no,yes,cellular,18,"jul, 2017",7.55 min,3,-1,0,unknown,no
15504,29,50000,-193,married,"admin.,secondary",yes,no,no,no,cellular,18,"jul, 2017",2.1 min,2,-1,0,unknown,no
15505,37,100000,1025,married,"management,tertiary",yes,no,yes,no,cellular,18,"jul, 2017",6.31666666666667 min,3,-1,0,unknown,no
15506,29,8000,39,married,"unemployed,secondary",yes,no,no,yes,cellular,18,"jul, 2017",3.06666666666667 min,3,-1,0,unknown,no
15507,31,50000,212,married,"admin.,secondary",yes,no,yes,no,cellular,18,"jul, 2017",3.18333333333333 min,3,-1,0,unknown,no
15508,34,50000,1927,divorced,"admin.,secondary",yes,no,no,yes,cellular,18,"jul, 2017",2.36666666666667 min,2,-1,0,unknown,no
15509,37,100000,2364,married,"management,tertiary",yes,no,no,no,telephone,18,"jul, 2017",11.0333333333333 min,4,-1,0,unknown,no
15510,46,60000,-243,divorced,"technician,tertiary",no,no,no,yes,cellular,18,"jul, 2017",4.18333333333333 min,5,-1,0,unknown,no
15511,28,20000,173,married,"blue-collar,secondary",yes,no,no,no,cellular,18,"jul, 2017",9.8 min,7,-1,0,unknown,yes
15512,38,100000,21963,single,"management,tertiary",no,no,no,no,telephone,18,"jul, 2017",1.16666666666667 min,2,-1,0,unknown,no
15513,32,50000,-46,divorced,"admin.,secondary",yes,no,no,yes,cellular,18,"jul, 2017",22.8833333333333 min,4,-1,0,unknown,yes
15514,52,100000,3754,married,"management,tertiary",yes,no,no,no,cellular,18,"jul, 2017",2.11666666666667 min,2,-1,0,unknown,no
15515,29,60000,1706,single,"technician,secondary",yes,no,yes,no,cellular,18,"jul, 2017",7.7 min,2,-1,0,unknown,no
15516,36,100000,0,married,"management,tertiary",yes,no,yes,yes,cellular,18,"jul, 2017",5.08333333333333 min,10,-1,0,unknown,no
15517,54,100000,338,married,"management,primary",yes,no,yes,no,telephone,18,"jul, 2017",1.65 min,5,-1,0,unknown,no
15518,29,50000,788,single,"admin.,secondary",yes,no,yes,no,cellular,18,"jul, 2017",4.4 min,2,-1,0,unknown,no
15519,33,100000,2617,single,"management,tertiary",no,no,yes,yes,cellular,18,"jul, 2017",1.88333333333333 min,2,-1,0,unknown,no
15520,36,50000,0,married,"admin.,tertiary",yes,no,yes,no,cellular,18,"jul, 2017",13.95 min,8,-1,0,unknown,no
15521,32,60000,2341,single,"technician,secondary",yes,no,yes,no,cellular,18,"jul, 2017",4.05 min,1,-1,0,unknown,no
15522,28,50000,305,single,"admin.,secondary",yes,no,yes,no,telephone,18,"jul, 2017",4.61666666666667 min,1,-1,0,unknown,no
15523,31,20000,0,divorced,"blue-collar,secondary",yes,no,yes,yes,cellular,18,"jul, 2017",15.2166666666667 min,4,-1,0,unknown,yes
15524,34,20000,45,married,"blue-collar,secondary",yes,no,yes,yes,cellular,18,"jul, 2017",2.11666666666667 min,3,-1,0,unknown,no
15525,32,50000,205,married,"admin.,secondary",yes,no,no,no,cellular,18,"jul, 2017",3.28333333333333 min,3,-1,0,unknown,no
15526,34,20000,584,married,"blue-collar,secondary",yes,no,yes,no,cellular,18,"jul, 2017",2.56666666666667 min,2,-1,0,unknown,no
15527,35,120000,145,single,"entrepreneur,tertiary",no,no,yes,no,cellular,18,"jul, 2017",13.3166666666667 min,2,-1,0,unknown,yes
15528,32,20000,473,divorced,"blue-collar,secondary",yes,no,no,no,cellular,18,"jul, 2017",5.33333333333333 min,1,-1,0,unknown,no
15529,33,20000,137,married,"blue-collar,secondary",yes,no,no,yes,cellular,18,"jul, 2017",5.08333333333333 min,12,-1,0,unknown,no
15530,31,100000,325,married,"management,tertiary",yes,no,yes,no,cellular,18,"jul, 2017",18.9833333333333 min,2,-1,0,unknown,yes
15531,28,20000,-193,single,"blue-collar,secondary",yes,no,no,no,cellular,18,"jul, 2017",9.66666666666667 min,7,-1,0,unknown,no
15532,51,60000,1490,married,"technician,secondary",yes,no,yes,no,cellular,18,"jul, 2017",3.78333333333333 min,2,-1,0,unknown,no
15533,34,50000,430,married,"admin.,secondary",yes,no,yes,no,cellular,21,"jul, 2017",1.36666666666667 min,4,-1,0,unknown,no
15534,42,20000,1736,single,"blue-collar,tertiary",no,no,no,no,telephone,21,"jul, 2017",2.98333333333333 min,2,-1,0,unknown,no
15535,44,20000,582,married,"blue-collar,primary",yes,no,no,no,cellular,21,"jul, 2017",1.38333333333333 min,2,-1,0,unknown,no
15536,47,60000,150,married,"technician,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",3.53333333333333 min,7,-1,0,unknown,no
15537,53,8000,210,married,"unemployed,unknown",no,no,yes,no,telephone,21,"jul, 2017",4.66666666666667 min,3,-1,0,unknown,no
15538,60,55000,2047,divorced,"retired,secondary",yes,no,yes,no,telephone,21,"jul, 2017",4.01666666666667 min,3,-1,0,unknown,no
15539,34,60000,6324,married,"technician,secondary",yes,no,yes,no,cellular,21,"jul, 2017",3.16666666666667 min,4,-1,0,unknown,no
15540,28,20000,319,divorced,"blue-collar,primary",yes,no,yes,no,cellular,21,"jul, 2017",2 min,2,-1,0,unknown,no
15541,30,100000,382,single,"management,tertiary",no,no,yes,no,cellular,21,"jul, 2017",3.33333333333333 min,2,-1,0,unknown,no
15542,36,120000,99,married,"entrepreneur,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",2.75 min,2,-1,0,unknown,no
15543,38,20000,1698,married,"blue-collar,secondary",yes,no,yes,yes,cellular,21,"jul, 2017",3.98333333333333 min,2,-1,0,unknown,no
15544,31,70000,-163,married,"services,secondary",yes,no,yes,no,cellular,21,"jul, 2017",3.33333333333333 min,2,-1,0,unknown,no
15545,29,100000,0,single,"management,secondary",yes,no,no,yes,cellular,21,"jul, 2017",7.71666666666667 min,2,-1,0,unknown,no
15546,43,100000,0,married,"management,tertiary",yes,yes,no,no,cellular,21,"jul, 2017",7.58333333333333 min,2,-1,0,unknown,no
15547,35,60000,1057,married,"technician,secondary",yes,no,yes,no,cellular,21,"jul, 2017",2.4 min,2,-1,0,unknown,no
15548,40,120000,1238,married,"entrepreneur,secondary",yes,no,yes,no,telephone,21,"jul, 2017",0.833333333333333 min,2,-1,0,unknown,no
15549,33,100000,255,married,"management,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",1.25 min,2,-1,0,unknown,no
15550,27,20000,-443,married,"blue-collar,primary",yes,no,no,yes,cellular,21,"jul, 2017",1.55 min,4,-1,0,unknown,no
15551,51,16000,1752,married,"housemaid,secondary",yes,no,no,yes,cellular,21,"jul, 2017",5.58333333333333 min,8,-1,0,unknown,no
15552,44,50000,6,married,"admin.,secondary",yes,no,no,yes,cellular,21,"jul, 2017",1.9 min,2,-1,0,unknown,no
15553,59,55000,161,married,"retired,secondary",yes,no,yes,no,cellular,21,"jul, 2017",4.53333333333333 min,2,-1,0,unknown,no
15554,34,60000,0,married,"technician,tertiary",yes,no,no,no,cellular,21,"jul, 2017",9.81666666666667 min,2,-1,0,unknown,no
15555,36,100000,94,divorced,"management,tertiary",no,no,no,yes,cellular,21,"jul, 2017",0.716666666666667 min,2,-1,0,unknown,no
15556,37,60000,-86,married,"technician,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",1.51666666666667 min,4,-1,0,unknown,no
15557,27,100000,-403,single,"management,secondary",yes,no,yes,no,cellular,21,"jul, 2017",0.9 min,3,-1,0,unknown,no
15558,54,100000,1295,divorced,"management,tertiary",no,no,yes,no,cellular,21,"jul, 2017",2.98333333333333 min,10,-1,0,unknown,no
15559,44,50000,4842,divorced,"admin.,secondary",yes,no,no,no,cellular,21,"jul, 2017",5.36666666666667 min,4,-1,0,unknown,no
15560,40,60000,1893,married,"self-employed,secondary",yes,no,no,no,cellular,21,"jul, 2017",1.3 min,16,-1,0,unknown,no
15561,29,60000,1221,single,"technician,tertiary",no,no,yes,no,cellular,21,"jul, 2017",1.2 min,2,-1,0,unknown,no
15562,48,60000,1152,married,"technician,secondary",yes,no,yes,no,cellular,21,"jul, 2017",2.8 min,5,-1,0,unknown,no
15563,49,55000,375,married,"retired,primary",yes,no,no,yes,telephone,21,"jul, 2017",1.83333333333333 min,7,-1,0,unknown,no
15564,26,120000,345,married,"entrepreneur,unknown",no,no,yes,yes,cellular,21,"jul, 2017",2.48333333333333 min,4,-1,0,unknown,no
15565,26,20000,49,single,"blue-collar,secondary",yes,no,no,no,cellular,21,"jul, 2017",8.15 min,3,-1,0,unknown,no
15566,41,50000,4464,single,"admin.,secondary",yes,no,yes,no,telephone,21,"jul, 2017",23.75 min,2,-1,0,unknown,no
15567,25,20000,15,single,"blue-collar,primary",yes,no,no,no,cellular,21,"jul, 2017",0.4 min,3,-1,0,unknown,no
15568,25,70000,1078,married,"services,secondary",yes,no,no,no,telephone,21,"jul, 2017",3.63333333333333 min,2,-1,0,unknown,no
15569,58,20000,64,married,"blue-collar,unknown",no,no,no,yes,cellular,21,"jul, 2017",1.3 min,2,-1,0,unknown,no
15570,36,50000,0,married,"admin.,secondary",yes,no,yes,no,cellular,21,"jul, 2017",1.55 min,7,-1,0,unknown,no
15571,44,120000,242,married,"entrepreneur,secondary",yes,no,no,yes,cellular,21,"jul, 2017",1.66666666666667 min,4,-1,0,unknown,no
15572,48,100000,290,single,"management,secondary",yes,no,yes,no,cellular,21,"jul, 2017",4.28333333333333 min,2,-1,0,unknown,no
15573,26,70000,3,single,"services,secondary",yes,no,no,yes,cellular,21,"jul, 2017",2.33333333333333 min,4,-1,0,unknown,no
15574,35,20000,0,married,"blue-collar,primary",yes,no,no,no,cellular,21,"jul, 2017",2.41666666666667 min,3,-1,0,unknown,no
15575,45,0,586,married,"unknown,primary",yes,no,yes,no,telephone,21,"jul, 2017",1.5 min,3,-1,0,unknown,no
15576,52,120000,592,married,"entrepreneur,primary",yes,no,no,no,cellular,21,"jul, 2017",2.03333333333333 min,2,-1,0,unknown,no
15577,41,20000,98,single,"blue-collar,secondary",yes,no,no,yes,cellular,21,"jul, 2017",1.61666666666667 min,6,-1,0,unknown,no
15578,33,20000,681,married,"blue-collar,secondary",yes,no,yes,yes,cellular,21,"jul, 2017",5.95 min,1,-1,0,unknown,no
15579,32,100000,2551,single,"management,tertiary",no,no,yes,no,cellular,21,"jul, 2017",10.6333333333333 min,3,-1,0,unknown,yes
15580,59,16000,-187,married,"housemaid,primary",yes,no,yes,no,telephone,21,"jul, 2017",1.96666666666667 min,7,-1,0,unknown,no
15581,32,60000,648,single,"technician,secondary",yes,no,no,yes,cellular,21,"jul, 2017",2.76666666666667 min,1,-1,0,unknown,no
15582,29,60000,-14,married,"technician,tertiary",yes,no,no,no,cellular,21,"jul, 2017",3.38333333333333 min,2,-1,0,unknown,no
15583,35,50000,-67,single,"admin.,secondary",yes,no,no,yes,cellular,21,"jul, 2017",1.4 min,1,-1,0,unknown,no
15584,56,120000,21,married,"entrepreneur,tertiary",yes,no,no,no,cellular,21,"jul, 2017",1.96666666666667 min,3,-1,0,unknown,no
15585,32,100000,-360,married,"management,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",2.93333333333333 min,4,-1,0,unknown,no
15586,35,50000,2278,married,"admin.,secondary",yes,no,yes,no,cellular,21,"jul, 2017",3.25 min,1,-1,0,unknown,no
15587,54,8000,252,single,"unemployed,tertiary",no,no,yes,no,cellular,21,"jul, 2017",1.68333333333333 min,1,-1,0,unknown,no
15588,30,70000,1824,single,"services,secondary",yes,no,yes,no,cellular,21,"jul, 2017",2.55 min,2,-1,0,unknown,no
15589,31,60000,1951,married,"technician,secondary",yes,no,yes,no,cellular,21,"jul, 2017",8.65 min,2,-1,0,unknown,no
15590,42,70000,182,single,"services,secondary",yes,no,no,yes,cellular,21,"jul, 2017",6.56666666666667 min,2,-1,0,unknown,no
15591,50,55000,2790,divorced,"retired,primary",yes,no,no,no,cellular,21,"jul, 2017",3.93333333333333 min,2,-1,0,unknown,no
15592,53,120000,624,married,"entrepreneur,tertiary",yes,no,no,yes,cellular,21,"jul, 2017",3 min,4,-1,0,unknown,no
15593,38,100000,1482,married,"management,tertiary",yes,no,yes,yes,cellular,21,"jul, 2017",6.01666666666667 min,1,-1,0,unknown,no
15594,34,50000,-45,married,"admin.,secondary",yes,no,yes,no,cellular,21,"jul, 2017",1.46666666666667 min,4,-1,0,unknown,no
15595,25,20000,895,married,"blue-collar,secondary",yes,no,no,no,cellular,21,"jul, 2017",5.28333333333333 min,3,-1,0,unknown,no
15596,47,70000,1229,married,"services,unknown",no,no,no,yes,cellular,21,"jul, 2017",1.48333333333333 min,20,-1,0,unknown,no
15597,25,20000,612,single,"blue-collar,secondary",yes,no,yes,no,cellular,21,"jul, 2017",2.86666666666667 min,4,-1,0,unknown,no
15598,25,70000,2311,single,"services,secondary",yes,no,no,yes,cellular,21,"jul, 2017",18.4166666666667 min,2,-1,0,unknown,yes
15599,28,50000,503,married,"admin.,secondary",yes,no,no,yes,cellular,21,"jul, 2017",9.21666666666667 min,2,-1,0,unknown,no
15600,36,120000,600,married,"entrepreneur,primary",yes,no,no,no,cellular,21,"jul, 2017",8.96666666666667 min,1,-1,0,unknown,no
15601,42,20000,0,married,"blue-collar,secondary",yes,no,no,no,cellular,21,"jul, 2017",1.51666666666667 min,2,-1,0,unknown,no
15602,31,20000,324,single,"blue-collar,secondary",yes,no,yes,no,cellular,21,"jul, 2017",2.78333333333333 min,4,-1,0,unknown,no
15603,51,50000,0,married,"admin.,secondary",yes,no,no,no,cellular,21,"jul, 2017",2.16666666666667 min,1,-1,0,unknown,no
15604,53,60000,0,married,"technician,primary",yes,no,no,no,cellular,21,"jul, 2017",1.6 min,1,-1,0,unknown,no
15605,46,50000,289,divorced,"admin.,secondary",yes,no,no,yes,cellular,21,"jul, 2017",1.26666666666667 min,3,-1,0,unknown,no
15606,29,70000,27,single,"services,secondary",yes,no,yes,no,cellular,21,"jul, 2017",9.23333333333333 min,2,-1,0,unknown,no
15607,38,100000,2357,single,"management,tertiary",no,no,yes,no,cellular,21,"jul, 2017",3.06666666666667 min,1,-1,0,unknown,no
15608,32,70000,1806,single,"services,primary",yes,no,no,yes,cellular,21,"jul, 2017",2.1 min,4,-1,0,unknown,no
15609,34,50000,159,married,"admin.,secondary",yes,no,yes,no,cellular,21,"jul, 2017",2.06666666666667 min,1,-1,0,unknown,no
15610,28,60000,739,married,"technician,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",5.26666666666667 min,1,-1,0,unknown,no
15611,39,60000,1048,married,"technician,secondary",yes,no,no,yes,cellular,21,"jul, 2017",6.75 min,1,-1,0,unknown,no
15612,29,60000,-229,single,"technician,tertiary",no,no,yes,no,cellular,21,"jul, 2017",6.93333333333333 min,4,-1,0,unknown,no
15613,31,20000,-64,single,"blue-collar,secondary",yes,no,no,no,cellular,21,"jul, 2017",0.616666666666667 min,1,-1,0,unknown,no
15614,36,20000,-158,divorced,"blue-collar,secondary",yes,no,yes,no,cellular,21,"jul, 2017",0.7 min,6,-1,0,unknown,no
15615,42,20000,156,married,"blue-collar,secondary",yes,no,no,no,cellular,21,"jul, 2017",7.58333333333333 min,4,-1,0,unknown,no
15616,31,16000,0,married,"housemaid,secondary",yes,no,yes,no,cellular,21,"jul, 2017",2.85 min,1,-1,0,unknown,no
15617,55,60000,647,married,"technician,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",2.5 min,4,-1,0,unknown,no
15618,31,50000,774,married,"admin.,secondary",yes,no,yes,yes,cellular,21,"jul, 2017",1.55 min,1,-1,0,unknown,no
15619,46,60000,399,married,"technician,secondary",yes,no,no,no,cellular,21,"jul, 2017",2.6 min,1,-1,0,unknown,no
15620,38,20000,2469,married,"blue-collar,primary",yes,no,yes,no,cellular,21,"jul, 2017",1.1 min,1,-1,0,unknown,no
15621,33,60000,3071,married,"technician,secondary",yes,no,yes,yes,cellular,21,"jul, 2017",5.38333333333333 min,1,-1,0,unknown,no
15622,35,100000,1582,married,"management,tertiary",yes,no,no,no,telephone,21,"jul, 2017",0.616666666666667 min,1,-1,0,unknown,no
15623,37,50000,-65,divorced,"admin.,tertiary",no,no,no,no,cellular,21,"jul, 2017",3.76666666666667 min,1,-1,0,unknown,no
15624,44,100000,-90,divorced,"management,tertiary",no,no,yes,no,cellular,21,"jul, 2017",7.86666666666667 min,1,-1,0,unknown,no
15625,31,100000,5691,single,"management,tertiary",no,no,yes,no,cellular,21,"jul, 2017",5.95 min,1,-1,0,unknown,no
15626,37,50000,862,single,"admin.,secondary",yes,no,no,no,cellular,21,"jul, 2017",2.53333333333333 min,2,-1,0,unknown,no
15627,29,20000,5,married,"blue-collar,primary",yes,no,yes,yes,telephone,21,"jul, 2017",0.883333333333333 min,1,-1,0,unknown,no
15628,34,100000,13,married,"management,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",0.783333333333333 min,1,-1,0,unknown,no
15629,42,20000,401,married,"blue-collar,primary",yes,no,yes,no,cellular,21,"jul, 2017",9.68333333333333 min,4,-1,0,unknown,no
15630,25,8000,-230,single,"unemployed,secondary",yes,no,yes,no,cellular,21,"jul, 2017",1.88333333333333 min,1,-1,0,unknown,no
15631,37,60000,79,divorced,"technician,secondary",yes,no,no,no,cellular,21,"jul, 2017",3.18333333333333 min,1,-1,0,unknown,no
15632,37,100000,-1884,married,"management,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",3.21666666666667 min,1,-1,0,unknown,no
15633,39,20000,230,married,"blue-collar,secondary",yes,no,yes,yes,cellular,21,"jul, 2017",0.633333333333333 min,1,-1,0,unknown,no
15634,41,60000,525,married,"technician,secondary",yes,no,yes,no,cellular,21,"jul, 2017",1.8 min,1,-1,0,unknown,no
15635,33,8000,-12,married,"unemployed,secondary",yes,no,no,yes,cellular,21,"jul, 2017",1.28333333333333 min,2,-1,0,unknown,no
15636,30,20000,658,married,"blue-collar,secondary",yes,no,yes,yes,cellular,21,"jul, 2017",3.53333333333333 min,1,-1,0,unknown,no
15637,37,16000,167,married,"housemaid,secondary",yes,no,yes,no,cellular,21,"jul, 2017",3.75 min,3,-1,0,unknown,no
15638,29,100000,3357,single,"management,tertiary",no,no,no,no,cellular,21,"jul, 2017",2 min,3,-1,0,unknown,no
15639,35,60000,103,divorced,"technician,secondary",yes,no,yes,no,cellular,21,"jul, 2017",5.06666666666667 min,1,-1,0,unknown,no
15640,27,20000,1372,single,"blue-collar,tertiary",no,no,no,no,cellular,21,"jul, 2017",3.83333333333333 min,1,-1,0,unknown,no
15641,30,70000,-114,single,"services,secondary",yes,no,yes,no,cellular,21,"jul, 2017",6.6 min,2,-1,0,unknown,no
15642,33,100000,78,married,"management,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",14.2666666666667 min,1,-1,0,unknown,no
15643,56,20000,826,married,"blue-collar,primary",yes,no,yes,no,cellular,21,"jul, 2017",14.2166666666667 min,1,-1,0,unknown,no
15644,32,100000,14,single,"management,tertiary",no,no,no,yes,cellular,21,"jul, 2017",0.883333333333333 min,1,-1,0,unknown,no
15645,27,8000,0,single,"unemployed,secondary",yes,no,yes,no,cellular,21,"jul, 2017",0.883333333333333 min,6,-1,0,unknown,no
15646,28,100000,250,married,"management,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",7.91666666666667 min,4,-1,0,unknown,no
15647,35,60000,-360,married,"technician,secondary",yes,no,yes,no,cellular,21,"jul, 2017",2.81666666666667 min,1,-1,0,unknown,no
15648,32,50000,0,married,"admin.,secondary",yes,no,yes,no,cellular,21,"jul, 2017",3.81666666666667 min,1,-1,0,unknown,no
15649,33,120000,1034,married,"entrepreneur,secondary",yes,no,yes,no,cellular,21,"jul, 2017",2.35 min,6,-1,0,unknown,no
15650,35,60000,244,divorced,"technician,unknown",no,no,no,no,cellular,21,"jul, 2017",0.9 min,10,-1,0,unknown,no
15651,30,60000,0,divorced,"technician,secondary",yes,no,no,no,cellular,21,"jul, 2017",1.68333333333333 min,1,-1,0,unknown,no
15652,31,70000,0,married,"services,secondary",yes,no,yes,yes,cellular,21,"jul, 2017",4.5 min,4,-1,0,unknown,no
15653,44,100000,1590,married,"management,tertiary",yes,no,yes,yes,cellular,21,"jul, 2017",0.9 min,8,-1,0,unknown,no
15654,57,8000,753,divorced,"unemployed,secondary",yes,no,no,no,cellular,21,"jul, 2017",12.1666666666667 min,8,-1,0,unknown,no
15655,38,8000,189,divorced,"unemployed,secondary",yes,no,yes,yes,cellular,21,"jul, 2017",1.75 min,2,-1,0,unknown,no
15656,38,100000,-558,married,"management,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",8.88333333333333 min,1,-1,0,unknown,no
15657,27,50000,15,single,"admin.,secondary",yes,no,no,yes,cellular,21,"jul, 2017",2.95 min,1,-1,0,unknown,no
15658,34,50000,181,single,"admin.,secondary",yes,no,yes,no,cellular,21,"jul, 2017",4.93333333333333 min,1,-1,0,unknown,no
15659,28,60000,47,divorced,"technician,tertiary",no,no,no,no,cellular,21,"jul, 2017",5.06666666666667 min,3,-1,0,unknown,no
15660,56,55000,158,divorced,"retired,tertiary",no,no,no,yes,cellular,21,"jul, 2017",14.2333333333333 min,1,-1,0,unknown,yes
15661,37,16000,0,married,"housemaid,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",1.61666666666667 min,2,-1,0,unknown,no
15662,49,50000,-412,single,"admin.,secondary",yes,no,yes,no,cellular,21,"jul, 2017",0.516666666666667 min,1,-1,0,unknown,no
15663,44,20000,0,married,"blue-collar,secondary",yes,no,yes,no,cellular,21,"jul, 2017",1.5 min,1,-1,0,unknown,no
15664,35,60000,577,single,"self-employed,tertiary",no,no,yes,no,cellular,21,"jul, 2017",1.5 min,1,-1,0,unknown,no
15665,60,55000,380,divorced,"retired,tertiary",no,no,no,no,cellular,21,"jul, 2017",3.65 min,1,-1,0,unknown,no
15666,50,16000,120,divorced,"housemaid,primary",yes,no,yes,no,cellular,21,"jul, 2017",1.65 min,1,-1,0,unknown,no
15667,43,100000,0,divorced,"management,tertiary",no,no,yes,no,cellular,21,"jul, 2017",1.85 min,1,-1,0,unknown,no
15668,34,20000,0,single,"blue-collar,primary",yes,no,yes,yes,cellular,21,"jul, 2017",1.66666666666667 min,2,-1,0,unknown,no
15669,59,60000,2979,divorced,"self-employed,tertiary",no,no,yes,no,cellular,21,"jul, 2017",1.96666666666667 min,3,-1,0,unknown,no
15670,57,100000,2770,married,"management,tertiary",yes,no,no,yes,telephone,21,"jul, 2017",2.63333333333333 min,1,-1,0,unknown,no
15671,37,50000,0,married,"admin.,tertiary",yes,no,yes,no,cellular,21,"jul, 2017",1.91666666666667 min,1,-1,0,unknown,no
15672,44,20000,2470,married,"blue-collar,primary",yes,no,no,no,telephone,21,"jul, 2017",0.316666666666667 min,1,-1,0,unknown,no
15673,30,100000,692,married,"management,tertiary",yes,no,yes,yes,cellular,21,"jul, 2017",5.6 min,4,-1,0,unknown,no
15674,56,16000,619,married,"housemaid,secondary",yes,no,yes,no,telephone,21,"jul, 2017",1.08333333333333 min,1,-1,0,unknown,no
15675,28,60000,0,single,"self-employed,tertiary",no,no,yes,no,cellular,21,"jul, 2017",7.98333333333333 min,1,-1,0,unknown,no
15676,25,70000,64,single,"services,secondary",yes,no,no,no,cellular,21,"jul, 2017",1.18333333333333 min,11,-1,0,unknown,no
15677,49,60000,0,married,"technician,secondary",yes,no,yes,yes,cellular,21,"jul, 2017",1.58333333333333 min,1,-1,0,unknown,no
15678,34,20000,130,married,"blue-collar,secondary",yes,no,no,yes,cellular,21,"jul, 2017",2.6 min,1,-1,0,unknown,no
15679,42,60000,417,single,"technician,secondary",yes,no,no,no,cellular,21,"jul, 2017",2.95 min,1,-1,0,unknown,no
15680,38,50000,0,divorced,"admin.,secondary",yes,no,yes,no,cellular,21,"jul, 2017",1.55 min,1,-1,0,unknown,no
15681,38,100000,-145,single,"management,tertiary",no,no,yes,no,cellular,21,"jul, 2017",0.9 min,2,-1,0,unknown,no
15682,35,4000,-86,single,"student,secondary",yes,no,yes,no,cellular,21,"jul, 2017",6.15 min,1,-1,0,unknown,no
15683,49,100000,-6847,married,"management,tertiary",yes,yes,no,yes,cellular,21,"jul, 2017",3.43333333333333 min,1,-1,0,unknown,no
15684,43,50000,375,single,"admin.,secondary",yes,no,no,yes,cellular,21,"jul, 2017",2.71666666666667 min,4,-1,0,unknown,no
15685,34,60000,5731,single,"technician,secondary",yes,no,yes,no,cellular,21,"jul, 2017",1.68333333333333 min,3,-1,0,unknown,no
15686,27,50000,-34,single,"admin.,secondary",yes,no,no,yes,cellular,21,"jul, 2017",2.85 min,2,-1,0,unknown,no
